,plc,horse,jockey,trainer,draw,gear,lbw,runningpos,time,comment,date,distance,going,raceno,venue,course,result,horse_ch,jockey_ch,trainer_ch,result_ch,comment_ch,going_ch,venue_ch,course_ch
6489,1,PREMIERE(A051),J Moreira,J Size,10,SR,,1 1 1,0.46.41,Led all the way to score with his head turning sideways.,2017-01-03,1000,GOOD,7,SHA TIN,TURF,,首映 (A051),莫雷拉,蔡約翰,,"速高帶到, 但試來仍見頭側側",好地,沙田,草地
6490,1,PREMIERE(A051),K Teetan,J Size,01,SR,,4 3 1,1.01.13,Made ground steadily to score; moved better than before.,2017-03-10,200,GOOD,3,SHA TIN,ALL WEATHER TRACK,,首映 (A051),田泰安,蔡約翰,,"逐步上前, 再進一步",好地,沙田,全天候賽道
6491,1,PREMIERE(A051),K Teetan,J Size,01,SR,,1 1 1,1.02.29,Jumped away well; drew away to score.,2017-03-31,1050,GOOD,2,SHA TIN,ALL WEATHER TRACK,,首映 (A051),田泰安,蔡約翰,,"應聲彈出, 大勝而回",好地,沙田,全天候賽道
6492,2,PREMIERE(A051),K Teetan,J Size,10,,1-1/4L,1 1 2,0.46.65,Led early; kept on for 2nd.,2016-10-04,300,GOOD,6,SHA TIN,TURF,Passed,首映 (A051),田泰安,蔡約翰,及格,大步順走，放入一席,好地,沙田,草地
6493,3,PREMIERE(A051),M L Yeung,J Size,02,SR,1-1/4L,1 1 3,1.02.09,Led early; ran on comfortably for 3rd.,2017-02-24,1050,GOOD,3,SHA TIN,ALL WEATHER TRACK,,首映 (A051),楊明綸,蔡約翰,,"快放第三, 姿態從容",好地,沙田,全天候賽道
6494,5,PREMIUM CHAMPION(T187),B Prebble,C Fownes,04,B,4L,5 5 5 5,1.48.94,Limited response when under whip at turn.,2015-10-17,1700,GOOD,1,HAPPY VALLEY,TURF,,進綵 (T187),柏寶,方嘉柏,,彎位開鞭，未見加速,好地,跑馬地,草地
6495,11,PREMIUM CHAMPION(T187),B Prebble,C Fownes,10,,13-1/4L,12 9 11,1.13.40,Saved ground throughout; under a hold and not properly tested.,2016-09-06,1200,WET,1,SHA TIN,ALL WEATHER TRACK,Failed,進綵 (T187),柏寶,方嘉柏,不及格,一步不蝕，按住未試,濕地,沙田,全天候賽道
6496,6,PREMIUM CHAMPION(T187),C Y Ho,C Fownes,10,,6L,9 9 9 6,1.52.30,Dashed on well without being asked in the Straight.,2016-10-15,1700,GOOD,1,HAPPY VALLEY,TURF,Passed,進綵 (T187),何澤堯,方嘉柏,及格,直路無騎，自動湧上,好地,跑馬地,草地
6497,12,PREMIUM CHAMPION(T187),C Y Ho,C Fownes,12,V,10-1/4L,11 12 12,1.12.58,Asked at turn; never in contention.,2016-09-13,300,GOOD,2,SHA TIN,ALL WEATHER TRACK,Failed,進綵 (T187),何澤堯,方嘉柏,不及格,彎位已騎，毫無走勢,好地,沙田,全天候賽道
6498,4,PREMIUM CHAMPION(T187),G Mosse,C Fownes,07,,8-1/2L,7 6 6 4,1.38.23,Limited response when asked; unimpressive.,2015-09-22,400,GOOD,9,SHA TIN,TURF,,進綵 (T187),巫斯義,方嘉柏,,"騎落唔多, 未見佳處",好地,沙田,草地
6499,1,PREMIUM CHAMPION(T187),J Moreira,C Fownes,10,B,,4 4 2 1,1.48.80,Quickened coming down the Rock; hit the front in the Straight and won.,2017-01-21,1000,GOOD,2,HAPPY VALLEY,TURF,Passed,進綵 (T187),莫雷拉,方嘉柏,及格,落山發力，直路透出，人馬合拍,好地,跑馬地,草地
6500,7,PREMIUM CHAMPION(T187),N Juglall,C Fownes,09,,3-1/2L,6 6 8 7,1.50.73,Shifted out in the Straight; made progress when asked.,2016-12-16,1700,GOOD,1,HAPPY VALLEY,TURF,,進綵 (T187),祖格拉,方嘉柏,,直路移出，推騎追趕,好地,跑馬地,草地
6501,2,PRESIDENTPARAMOUNT(S420),J Moreira,C S Shum,07,B,3/4L,2 2 2,0.58.31,Always in touch; not fully tested.,2017-03-07,400,GOOD,2,SHA TIN,TURF,,總統至上 (S420),莫雷拉,沈集成,,有前有後，走勢含蓄,好地,沙田,草地
6502,1,PRESIDENTPARAMOUNT(S420),K C Leung,C S Shum,07,B,,2 2 1,1.10.15,Ran on comfortably to score.,2016-01-08,1200,GOOD,2,SHA TIN,ALL WEATHER TRACK,,總統至上 (S420),梁家俊,沈集成,,透出取勝，姿態輕鬆,好地,沙田,全天候賽道
6503,3,PRESIDENTPARAMOUNT(S420),K Teetan,C S Shum,02,H,1-3/4L,4 5 3,1.11.48,Ran on for 3rd when asked late.,2015-09-22,800,WET,11,SHA TIN,TURF,,總統至上 (S420),田泰安,沈集成,,"拉士稍騎, 加速第三",濕地,沙田,草地
6504,3,PRESIDENTPARAMOUNT(S420),M L Yeung,C S Shum,05,B,4L,1 1 3,1.11.09,Urged to lead centre track; not fully tested.,2016-08-31,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,總統至上 (S420),楊明綸,沈集成,,中檔搶放，點到即止,好地,沙田,全天候賽道
6505,3,PRESIDENTPARAMOUNT(S420),N Callan,C S Shum,01,B,2-3/4L,3 4 3,0.58.13,Under a hold throughout; ran on well.,2016-03-15,1000,GOOD,1,SHA TIN,TURF,,總統至上 (S420),郭能,沈集成,,沿途拖住，毫不費力,好地,沙田,草地
6506,2,PRESIDENTPARAMOUNT(S420),N Rawiller,C S Shum,05,B,Neck,1 1 2,1.01.72,Jumped away well; just caught.,2017-01-24,300,GOOD,2,SHA TIN,ALL WEATHER TRACK,Passed,總統至上 (S420),羅理雅,沈集成,及格,"起步敏捷, 拉士被過",好地,沙田,全天候賽道
6507,10,PRESIDENTPARAMOUNT(S420),N Rawiller,C S Shum,06,B,12-1/4L,8 8 10,1.12.54,Over-raced when under restraint early; not fully tested.,2017-02-24,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,總統至上 (S420),羅理雅,沈集成,,早段抽實好搶口，未見真章,好地,沙田,全天候賽道
6508,2,PRESIDENTPARAMOUNT(S420),N Rawiller,C S Shum,09,B,1-1/4L,2 2 2,1.10.74,Always in touch; ran on comfortably for 2nd.,2016-09-13,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,總統至上 (S420),羅理雅,沈集成,,有前有後，表現輕鬆,好地,沙田,全天候賽道
6509,3,PRESIDENTPARAMOUNT(S420),O Doleuze,C W Chang,02,,3-1/4L,4 6 3,0.59.03,Ran on for 3rd when asked at 400m.,2017-06-14,1000,GOOD,2,SHA TIN,TURF,,總統至上 (S420),杜利萊,鄭俊偉,,四百發力，追回一席,好地,沙田,草地
6510,3,PRESIDENTPARAMOUNT(S420),Z Purton,C S Shum,03,H,1-3/4L,3 1 3,0.58.00,Kept on for 3rd under a hold; not fully tested.,2015-08-29,400,GOOD,3,SHA TIN,TURF,,總統至上 (S420),潘頓,沈集成,,按住第三，點到即止,好地,沙田,草地
6511,8,PRETTY BAUHINIA(A135),C Y Ho,Y S Tsui,02,B,5-3/4L,8 10 8,0.59.14,Found nothing when being hard ridden.,2017-01-03,700,GOOD,3,SHA TIN,TURF,,靚紫荊 (A135),何澤堯,徐雨石,,"大力推騎, 毫無進展",好地,沙田,草地
6512,9,PRETTY BAUHINIA(A135),C Y Ho,Y S Tsui,02,B,8-1/2L,8 8 9,1.11.34,Found nothing when being niggled along throughout.,2017-03-21,1000,GOOD,7,SHA TIN,TURF,,靚紫荊 (A135),何澤堯,徐雨石,,"騎足全程, 毫無進展",好地,沙田,草地
6513,3,PRETTY BAUHINIA(A135),D Whyte,Y S Tsui,01,B,Neck,3 2 3,0.59.39,Ran on for 3rd when being hard ridden late.,2017-01-17,400,GOOD,2,SHA TIN,TURF,,靚紫荊 (A135),韋達,徐雨石,,拉士大力推騎，搶回一席,好地,沙田,草地
6514,5,PRETTY BAUHINIA(A135),D Whyte,Y S Tsui,05,B,2-3/4L,8 6 5,0.47.27,Responded OK when asked late.,2016-12-13,200,GOOD,7,SHA TIN,TURF,Passed,靚紫荊 (A135),韋達,徐雨石,及格,末段稍騎，反應尚可,好地,沙田,草地
6515,7,PRETTY BAUHINIA(A135),D Whyte,Y S Tsui,07,B,7-1/2L,8 9 7,1.11.44,Niggled along throughout; unimpressive.,2017-02-07,300,GOOD,9,SHA TIN,TURF,,靚紫荊 (A135),韋達,徐雨石,,"騎足全程, 未有好感",好地,沙田,草地
6516,8,PRETTY BAUHINIA(A135),D Whyte,Y S Tsui,07,B,12L,6 7 8,1.12.29,Racing backwards under push; unimpressive.,2017-05-23,200,WET,2,SHA TIN,ALL WEATHER TRACK,,靚紫荊 (A135),韋達,徐雨石,,"愈騎愈後, 毫無好感",濕地,沙田,全天候賽道
6517,10,PRIMA MATERIA(V298),K K Chiong,K W Lui,03,,17-3/4L,8 8 10,0.48.55,Raced at rear; unimpressive.,2016-06-14,800,GOOD,6,SHA TIN,TURF,Failed,鍊金者 (V298),蔣嘉琦,呂健威,不及格,全程跟跑，未及水準,好地,沙田,草地
6518,9,PRIMERO(A094),K C Leung,J Moore,05,H,7-1/2L,4 5 9,1.12.04,Prominently placed early; weakened in the Straight and dropped back.,2017-03-07,400,GOOD,10,SHA TIN,TURF,Passed,確威風 (A094),梁家俊,約翰摩亞,及格,"早段似模似樣, 直路乏力墮退",好地,沙田,草地
6519,6,PRINCE FALCON(T144),C Schofield,J Moore,02,B,8-1/2L,9 7 6,1.12.02,Slow to begin; made little progress in straight.,2015-09-15,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,Passed,太皇鷹 (T144),史卓豐,約翰摩亞,及格,"起步稍慢, 直路稍追",好地,沙田,全天候賽道
6520,9,PRINCE FALCON(T144),C W Wong,J Moore,03,,,Withdrawn,,,2015-06-02,1600,GOOD,1,SHA TIN,TURF,,太皇鷹 (T144),王志偉,約翰摩亞,,,好地,沙田,草地
6521,6,PRINCE FALCON(T144),N Rawiller,J Moore,04,B,5-1/2L,8 7 6,1.11.01,Limited response when asked in the straight.,2016-02-05,1200,GOOD,2,SHA TIN,ALL WEATHER TRACK,Passed,太皇鷹 (T144),羅理雅,約翰摩亞,及格,直路稍騎，追勢一般,好地,沙田,全天候賽道
6522,4,PRINCE FALCON(T144),S Clipperton,J Moore,04,B,3-1/2L,9 8 4,1.12.28,Slow to begin; quickened steadily.,2016-08-26,1200,GOOD,3,SHA TIN,ALL WEATHER TRACK,,太皇鷹 (T144),祈普敦,約翰摩亞,,"起步稍慢, 逐步加快接近",好地,沙田,全天候賽道
6523,2,PRINCE HARMONY(V012),D Whyte,W Y So,02,P,2-3/4L,2 2 2,1.11.43,On pace early; kept on well for 2nd.,2016-09-23,200,GOOD,3,SHA TIN,ALL WEATHER TRACK,,和諧小子 (V012),韋達,蘇偉賢,,跟前入位，走勢有進,好地,沙田,全天候賽道
6524,1,PRINCE HARMONY(V012),D Whyte,W Y So,04,P,,1 1 1,1.14.13,Jumped away well; kept on to score.,2016-10-15,1200,GOOD,6,HAPPY VALLEY,TURF,,和諧小子 (V012),韋達,蘇偉賢,,起步敏捷，貫注到底,好地,跑馬地,草地
6525,8,PRINCE HARMONY(V012),D Whyte,W Y So,09,,7-1/4L,1 3 8,1.03.04,Up with the pace; weakened in the Straight.,2016-09-09,400,GOOD,4,SHA TIN,ALL WEATHER TRACK,Passed,和諧小子 (V012),韋達,蘇偉賢,及格,"跟前, 直路力弱墮退",好地,沙田,全天候賽道
6526,4,PRINCE HARMONY(V012),G Mosse,W Y So,06,,4-1/2L,4 3 4,0.46.93,Limited response when being hard ridden.,2015-12-22,800,GOOD,8,SHA TIN,TURF,Passed,和諧小子 (V012),巫斯義,蘇偉賢,及格,"大力推騎, 未見加速",好地,沙田,草地
6527,3,PRINCE HARMONY(V012),S Clipperton,W Y So,07,H/P,1L,2 1 3,0.59.67,On pace for 3rd; moved better than before.,2017-03-07,400,GOOD,5,SHA TIN,TURF,,和諧小子 (V012),祈普敦,蘇偉賢,,快放入位，有點進步,好地,沙田,草地
6528,6,PRINCIPAL(P108),C Y Ho,T K Ng,02,,13-1/4L,7 7 6,1.02.65,Niggled along early; unimpressive.,2016-12-02,1200,GOOD,5,SHA TIN,ALL WEATHER TRACK,Failed,首席 (P108),何澤堯,吳定強,不及格,"一早已騎, 毫無好感",好地,沙田,全天候賽道
6529,6,PRINCIPAL(P108),H W Lai,T K Ng,03,,16L,5 5 6,1.04.15,Raced at rear; unimpressive.,2016-03-15,1200,GOOD,9,SHA TIN,TURF,Passed,首席 (P108),黎海榮,吳定強,及格,"落後跟跑, 未及水準",好地,沙田,草地
6530,7,PRINCIPAL(P108),H W Lai,T K Ng,04,,12-1/4L,2 2 7,1.02.86,On-pace early; weakened in the straight.,2016-03-29,1200,GOOD,4,SHA TIN,TURF,,首席 (P108),黎海榮,吳定強,,跟前，直路力弱墮退,好地,沙田,草地
6531,6,PRINCIPAL(P108),H W Lai,T K Ng,05,,21-1/4L,4 6 6,1.12.63,Dropping back to rear; ran on ordinary.,2016-04-08,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,首席 (P108),黎海榮,吳定強,,"愈跟愈後, 難復舊觀",好地,沙田,全天候賽道
6532,4,PRINCIPAL(P108),H W Lai,T K Ng,05,,10-3/4L,3 2 4,0.47.56,Flattened late; unimpressive.,2016-05-03,800,GOOD,5,SHA TIN,TURF,Passed,首席 (P108),黎海榮,吳定強,及格,末段勁平，未見佳處,好地,沙田,草地
6533,8,PRINCIPAL(P108),T H So,T K Ng,05,,18L,5 6 8,1.12.36,Finished last; unimpressive.,2016-12-20,500,GOOD,5,SHA TIN,TURF,,首席 (P108),蘇狄雄,吳定強,,"包尾而回, 毫無表現",好地,沙田,草地
6534,10,PRINCIPAL(P108),T H So,T K Ng,07,,25L,4 5 10,1.15.07,On pace early; faded late and dropped back.,2016-11-22,200,WET,9,SHA TIN,TURF,Failed,首席 (P108),蘇狄雄,吳定強,不及格,"前列跟跑, 拉士乏力墮退",濕地,沙田,草地
6535,9,PRINCIPAL(P108),T H So,T K Ng,09,,9L,3 3 9,1.00.42,Flattened halfway; dropped back to rear.,2016-12-13,1000,GOOD,4,SHA TIN,TURF,Passed,首席 (P108),蘇狄雄,吳定強,及格,半程乏力，墮退而回,好地,沙田,草地
6536,10,PROFIT KEEPER(T229),,P O'Sullivan,10,,,Withdrawn,,,2015-11-24,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,年年盈 (T229),,蘇保羅,,,好地,沙田,全天候賽道
6537,6,PROFIT KEEPER(T229),K C Leung,P O'Sullivan,01,,2-3/4L,3 3 6,0.59.80,On-pace early; weakened late.,2015-06-13,1000,GOOD,6,HAPPY VALLEY,TURF,,年年盈 (T229),梁家俊,蘇保羅,,早段唔慢，末段力弱,好地,跑馬地,草地
6538,4,PROFIT KEEPER(T229),K Teetan,P O'Sullivan,02,,1L,2 1 4,1.01.23,Urged to lead early; flattened late.,2015-11-27,1000,GOOD,9,HAPPY VALLEY,TURF,Passed,年年盈 (T229),田泰安,蘇保羅,及格,"沿途搶放, 拉士稍弱",好地,跑馬地,草地
6539,7,PROFIT KEEPER(T229),N Rawiller,P O'Sullivan,01,,10-1/2L,7 7 7,1.03.55,Slow to begin; raced greenly.,2015-09-25,200,GOOD,4,SHA TIN,ALL WEATHER TRACK,,年年盈 (T229),羅理雅,蘇保羅,,"起步稍慢, 走勢仍嫩",好地,沙田,全天候賽道
6540,9,PROFIT KEEPER(T229),N Rawiller,P O'Sullivan,08,,10L,3 8 9,1.02.12,Up with the pace early; limited response when asked late.,2015-10-17,1000,GOOD,8,HAPPY VALLEY,TURF,,年年盈 (T229),羅理雅,蘇保羅,,早段唔慢，直路騎落一般,好地,跑馬地,草地
6541,6,PROFIT KEEPER(T229),T H So,P O'Sullivan,03,,3-3/4L,1 1 6,1.02.26,Urged to lead early; under a hold late.,2015-11-03,300,GOOD,4,SHA TIN,ALL WEATHER TRACK,,年年盈 (T229),蘇狄雄,蘇保羅,,"搶放至埋門, 按番住走",好地,沙田,全天候賽道
6542,11,PROMPT EXPRESS(T168),,P F Yiu,11,,,Withdrawn,,,2015-11-24,1050,GOOD,3,SHA TIN,ALL WEATHER TRACK,,駿擊快車 (T168),,姚本輝,,,好地,沙田,全天候賽道
6543,10,PROMPT EXPRESS(T168),B Prebble,P F Yiu,03,CP/XB,8-1/4L,12 8 10,1.03.43,Unable to lead; under a hold and not fully tested.,2016-12-23,1200,GOOD,3,SHA TIN,ALL WEATHER TRACK,,駿擊快車 (T168),柏寶,姚本輝,,起步放唔出，按實未試,好地,沙田,全天候賽道
6544,4,PROMPT EXPRESS(T168),C Schofield,P F Yiu,01,H,3-1/4L,3 4 4,1.12.04,On pace early; failed to give response.,2015-09-01,1200,WET,3,SHA TIN,ALL WEATHER TRACK,,駿擊快車 (T168),史卓豐,姚本輝,,"沿欄跟前, 走勢欠順",濕地,沙田,全天候賽道
6545,6,PROMPT EXPRESS(T168),H T Mo,P F Yiu,03,CP/XB,6-1/2L,2 2 6,1.02.92,Showed early speed but flattened late; unimpressive.,2017-02-24,1050,GOOD,3,SHA TIN,ALL WEATHER TRACK,,駿擊快車 (T168),巫顯東,姚本輝,,"前快後平, 未有好感",好地,沙田,全天候賽道
6546,4,PROMPT EXPRESS(T168),H W Lai,P F Yiu,05,XB,7-1/2L,2 2 4,1.10.85,Up with the pace; kept on ok in the straight.,2016-04-22,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,Passed,駿擊快車 (T168),黎海榮,姚本輝,及格,跟前，直路保持走勢,好地,沙田,全天候賽道
6547,4,PROMPT EXPRESS(T168),K C Leung,P F Yiu,02,,2-3/4L,1 3 4,1.11.02,Jumped away well; behind runners in the straight.,2015-11-03,200,GOOD,2,SHA TIN,ALL WEATHER TRACK,,駿擊快車 (T168),梁家俊,姚本輝,,"起步敏捷, 直路跟馬林",好地,沙田,全天候賽道
6548,7,PROMPT EXPRESS(T168),K Teetan,P F Yiu,03,CP/XB,13L,1 2 7,1.12.47,Urged to lead first two sectionals; weakened badly in the straight.,2016-01-12,1200,GOOD,3,SHA TIN,ALL WEATHER TRACK,,駿擊快車 (T168),田泰安,姚本輝,,"搶放兩段, 直路散晒",好地,沙田,全天候賽道
6549,1,PROMPT EXPRESS(T168),K Teetan,P F Yiu,03,XB,,1 1 1,1.12.37,Showed good early speed; kept on well to score.,2016-03-05,1200,GOOD,5,HAPPY VALLEY,TURF,,駿擊快車 (T168),田泰安,姚本輝,,速高帶放，愈走愈順,好地,跑馬地,草地
6550,3,PROMPT EXPRESS(T168),K Teetan,P F Yiu,08,,1L,1 1 3,1.10.16,Jumped away well; stayed on for 3rd.,2015-12-22,800,GOOD,11,SHA TIN,TURF,Passed,駿擊快車 (T168),田泰安,姚本輝,及格,"起步敏捷, 拉士捱入一席",好地,沙田,草地
6551,1,PROMPT EXPRESS(T168),N Callan,P F Yiu,09,H,,1 1 1,1.12.13,Led all the way; never challenged.,2015-06-13,1200,GOOD,4,HAPPY VALLEY,TURF,,駿擊快車 (T168),郭能,姚本輝,,沿途帶放，愈放愈順,好地,跑馬地,草地
6552,3,PROPEL REPEL(T034),C K Tong,C W Chang,04,B,Neck,4 3 3,1.12.51,Three deep throughout; ridden out for 3rd.,2016-03-11,200,GOOD,3,SHA TIN,ALL WEATHER TRACK,,人生路 (T034),湯智傑,鄭俊偉,,"沿途三疊, 推騎第三",好地,沙田,全天候賽道
6553,2,PROPEL REPEL(T034),C K Tong,C W Chang,05,B,3/4L,1 1 2,1.10.61,Led early to run 2nd; ran on ok.,2016-04-08,1200,GOOD,2,SHA TIN,ALL WEATHER TRACK,,人生路 (T034),湯智傑,鄭俊偉,,"快放第二, 表現尚可",好地,沙田,全天候賽道
6554,3,PROPEL REPEL(T034),C K Tong,C W Chang,05,B,3-1/4L,2 2 3,1.10.80,Up with pace; ran 3rd when under whip in the Straight.,2016-05-13,1200,GOOD,3,SHA TIN,ALL WEATHER TRACK,,人生路 (T034),湯智傑,鄭俊偉,,"跟前, 直路鞭騎第三",好地,沙田,全天候賽道
6555,8,PROPEL REPEL(T034),C K Tong,C W Chang,06,B,3-1/4L,8 8 8,1.11.70,Not quickened when asked late.,2016-01-08,200,GOOD,3,SHA TIN,ALL WEATHER TRACK,Passed,人生路 (T034),湯智傑,鄭俊偉,及格,"拉士稍騎, 未見加速",好地,沙田,全天候賽道
6556,10,PROPEL REPEL(T034),C Y Ho,C H Yip,07,B,8L,10 11 11 10,1.52.33,Settled at near rear; limited response when asked.,2015-09-05,1700,GOOD,1,HAPPY VALLEY,TURF,,人生路 (T034),何澤堯,葉楚航,,居後跟跑，騎落唔多,好地,跑馬地,草地
6557,2,PROPEL REPEL(T034),D Whyte,C H Yip,05,V,Neck,8 9 5 2,1.48.86,Bit slow out; ran on ok inside for 2nd.,2015-06-13,1700,GOOD,1,HAPPY VALLEY,TURF,,人生路 (T034),韋達,葉楚航,,起步稍慢，直路慳位追上,好地,跑馬地,草地
6558,9,PROPEL REPEL(T034),D Whyte,C H Yip,07,,8-1/4L,12 12 9,1.02.56,Made ground when shifted out in the straight.,2015-09-29,1050,GOOD,4,SHA TIN,ALL WEATHER TRACK,Passed,人生路 (T034),韋達,葉楚航,及格,"直路移出, 追回甚多",好地,沙田,全天候賽道
6559,6,PROPEL REPEL(T034),H W Lai,C W Chang,03,B,4-3/4L,6 4 6,1.12.53,Quickened at turn; came home fairly well from behind.,2016-09-06,1200,WET,4,SHA TIN,ALL WEATHER TRACK,,人生路 (T034),黎海榮,鄭俊偉,,"彎位發力, 後上接近",濕地,沙田,全天候賽道
6560,8,PROPEL REPEL(T034),T H So,C H Yip,06,,7-3/4L,10 8 8,1.11.85,Under restraint early; under a hold late.,2015-11-03,1200,GOOD,3,SHA TIN,ALL WEATHER TRACK,,人生路 (T034),蘇狄雄,葉楚航,,"早段稍留, 直路按返",好地,沙田,全天候賽道
6561,8,PROUD SKY(V406),B Prebble,A Lee,06,B,7-3/4L,10 10 8,0.59.69,Slow to begin; limited response when under whip at 400m.,2016-11-08,1000,GOOD,3,SHA TIN,TURF,Passed,火天大有 (V406),柏寶,李易達,及格,起步稍慢，四百開鞭，唔多肯走,好地,沙田,草地
6562,4,PROUD SKY(V406),M L Yeung,A Lee,05,,7-3/4L,8 6 4,1.01.16,Niggled along throughout; came from behind for 4th.,2016-10-18,1000,GOOD,1,SHA TIN,TURF,Passed,火天大有 (V406),楊明綸,李易達,及格,沿途俾住，後上第四,好地,沙田,草地
6563,8,PURE COURAGE(A331),A Sanna,C S Shum,04,B,21L,7 7 8,1.14.16,Niggled along throughout; not willing to stretch.,2017-07-07,200,WET,2,SHA TIN,ALL WEATHER TRACK,Failed,勇不可擋 (A331),沈拿,沈集成,不及格,"騎足全程, 唔多肯走",濕地,沙田,全天候賽道
6564,7,PURE COURAGE(A331),H T Mo,C S Shum,04,,22-1/2L,7 7 7,1.01.36,Slow to begin; being hard ridden and under whip at 400m.,2017-06-14,1000,GOOD,4,SHA TIN,TURF,Failed,勇不可擋 (A331),巫顯東,沈集成,不及格,起步稍慢，四百又推又打,好地,沙田,草地
6565,8,PURE COURAGE(A331),K C Leung,C S Shum,04,,30L,8 8 8,1.06.42,Jumped awkwardly; not willing to stretch.,2017-05-26,1200,GOOD,3,SHA TIN,ALL WEATHER TRACK,Failed,勇不可擋 (A331),梁家俊,沈集成,不及格,起步論盡，不願展步,好地,沙田,全天候賽道
6566,10,PURE COURAGE(A331),K C Leung,C S Shum,07,B,16-3/4L,8 10 10,1.12.80,Found nothing when under whip at 300m.,2017-06-30,1200,GOOD,2,SHA TIN,ALL WEATHER TRACK,Failed,勇不可擋 (A331),梁家俊,沈集成,不及格,"三百開鞭, 毫無進展",好地,沙田,全天候賽道
6567,1,PURE MOMENTUM(T316),K K Chiong,K W Lui,01,,,1 1 1,1.00.67,Led all the way; won narrowly.,2016-03-05,1000,GOOD,7,HAPPY VALLEY,TURF,,勢不可擋 (T316),蔣嘉琦,呂健威,,沿途快放，險勝對手,好地,跑馬地,草地
6568,12,PURE MOMENTUM(T316),Y T Cheng,K W Lui,03,XB,10-1/2L,11 11 12,0.46.93,"Failed to respond, no improvement seen",2015-08-25,800,GOOD,1,SHA TIN,TURF,Passed,勢不可擋 (T316),鄭雨滇,呂健威,及格,走勢乏力，未覺進步,好地,沙田,草地
6569,6,QUANTUM DASH(V097),,P O'Sullivan,06,,,Withdrawn,,,2016-09-10,1050,WET,4,SHA TIN,ALL WEATHER TRACK,,勁準 (V097),,蘇保羅,,,濕地,沙田,全天候賽道
6570,9,QUANTUM DASH(V097),K C Leung,P O'Sullivan,03,,20-1/4L,7 9 9,0.50.09,Not stretching out; ran last.,2015-11-17,1000,GOOD,4,SHA TIN,TURF,Passed,勁準 (V097),梁家俊,蘇保羅,及格,出腳欠順，包尾而回,好地,沙田,草地
6571,2,QUANTUM DASH(V097),K C Leung,P O'Sullivan,05,,2L,3 3 2,0.47.30,Bumped at 200m; kept on for 2nd.,2015-12-01,1000,GOOD,6,SHA TIN,TURF,Passed,勁準 (V097),梁家俊,蘇保羅,及格,二百碰撞，放入一席,好地,沙田,草地
6572,7,QUANTUM DASH(V097),K C Leung,P O'Sullivan,06,,8-3/4L,6 6 7,1.03.76,Ran on ordinary; finished last.,2015-12-18,200,GOOD,7,HAPPY VALLEY,TURF,,勁準 (V097),梁家俊,蘇保羅,,包尾而回，進步不大,好地,跑馬地,草地
6573,3,QUANTUM DASH(V097),K C Leung,P O'Sullivan,06,,2-1/2L,3 6 3,1.14.53,Breather coming down the Rock; dashed on for 3rd when asked.,2016-10-15,1200,GOOD,6,HAPPY VALLEY,TURF,,勁準 (V097),梁家俊,蘇保羅,,落山回氣，稍騎撲上,好地,跑馬地,草地
6574,3,QUANTUM DASH(V097),K C Leung,P O'Sullivan,08,,3-1/2L,2 3 3,1.02.20,On pace early; kept on well for 3rd.,2016-09-13,150,GOOD,5,SHA TIN,ALL WEATHER TRACK,Passed,勁準 (V097),梁家俊,蘇保羅,及格,跟前第三，貫注力增強,好地,沙田,全天候賽道
6575,4,QUANTUM DASH(V097),K C Leung,P O'Sullivan,11,,2-1/4L,1 1 4,0.58.91,Urged to lead early; flattened late.,2016-01-05,600,GOOD,5,SHA TIN,TURF,,勁準 (V097),梁家俊,蘇保羅,,搶放兩段，拉士勁平,好地,沙田,草地
6576,9,QUANTUM DASH(V097),K C Leung,P O'Sullivan,12,,12-1/2L,12 11 9,1.02.46,Ran on ordinary when asked in the Straight.,2016-10-04,1000,GOOD,12,SHA TIN,TURF,,勁準 (V097),梁家俊,蘇保羅,,"直路推騎, 反應平常",好地,沙田,草地
6577,5,QUICK RETURN(A286),H T Mo,C S Shum,02,,4-1/4L,3 4 5,1.11.21,On pace early; being hard ridden and under whip late.,2017-05-09,300,GOOD,8,SHA TIN,TURF,,貨如輪轉 (A286),巫顯東,沈集成,,跟前，末段又推又打,好地,沙田,草地
6578,9,QUICK RETURN(A286),H T Mo,C S Shum,03,,6L,11 11 9,0.59.36,Under whip after start; raced awkwardly.,2017-04-25,400,GOOD,2,SHA TIN,TURF,Passed,貨如輪轉 (A286),巫顯東,沈集成,及格,起步已開鞭，走勢欠順,好地,沙田,草地
6579,8,QUICK RETURN(A286),H T Mo,C S Shum,06,,6-1/2L,7 9 8,1.11.05,Being hard ridden; no progress.,2017-06-02,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,貨如輪轉 (A286),巫顯東,沈集成,,大力推騎，毫無進展,好地,沙田,全天候賽道
6580,1,RACING HERO(N157),H N Wong,P O'Sullivan,03,B,,2 2 1,1.11.05,Up with pace; quickened late to score.,2016-06-07,400,GOOD,2,SHA TIN,TURF,,競技英雄 (N157),黃皓楠,蘇保羅,,跟前，拉士加速取勝,好地,沙田,草地
